175,74,1318,29,1465,9
130,30,1163,21,1535,8
129,29,1120,32,1680,7
139,38,1946,26,1518,10
157,56,1617,19,2115,11
131,31,1810,26,1276,9
140,40,1711,25,1555,10
131,31,1160,21,1535,8
129,29,1120,32,1680,7
139,38,1746,26,1518,10
157,56,1705,19,2094,11
131,31,1897,26,1276,9
140,40,1711,25,1555,10
131,31,1163,21,1535,8
129,29,1120,32,1680,7
139,38,1542,26,1518,10
157,56,1440,19,1721,11
220,120
186,85
211,110
185,84
207,106
199,98
220,119
200,100
474,373
